trip_id,user_id,request_ts,completed_ts,pickup_city,dropoff_city,tariff,order_status,distance_km,duration_min,surge_multiplier,eta_minutes,gmv,platform_revenue,promo_discount,driver_bonus,processing_cost,insurance_cost,support_cost,refund_amount,variable_ops_cost,contribution_margin,rating,is_airport_trip,weather_bucket,payment_method
T0009073,U00847,2024-12-30T21:40:00,2024-12-30T22:06:00,Санкт-Петербург,Санкт-Петербург,Эконом,completed,8.53,26.4,1.38,6.7,399.96,87.99,0.0,0.0,6.0,4.0,0.0,0.0,10.0,77.99,4.4,False,Праздник,Карта
T0009074,U00847,2025-01-11T16:08:00,2025-01-11T16:21:00,Санкт-Петербург,Санкт-Петербург,Эконом,completed,4.72,13.7,1.0,6.1,198.28,43.62,0.0,0.0,6.0,4.0,0.0,0.0,10.0,33.62,5.0,False,Ясно,Карта
T0009075,U00847,2025-05-04T18:58:00,,Санкт-Петербург,Санкт-Петербург,Эконом,cancelled_driver,0.0,0.0,1.19,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,Пиковый спрос,Карта
T0009076,U00847,2025-10-20T06:24:00,,Санкт-Петербург,Санкт-Петербург,Эконом,cancelled_driver,0.0,0.0,1.46,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,Праздник,Карта
T0009077,U00847,2025-10-22T15:12:00,2025-10-22T15:32:00,Санкт-Петербург,Санкт-Петербург,Эконом,completed,6.93,20.1,1.44,7.4,361.3,79.49,0.0,0.0,6.0,4.0,0.0,0.0,10.0,69.49,4.9,False,Пиковый спрос,Карта
T0009078,U00847,2026-01-02T12:06:00,2026-01-02T12:34:00,Санкт-Петербург,Санкт-Петербург,Эконом,completed,8.62,28.1,1.06,3.5,310.27,68.26,0.0,0.0,6.0,4.0,0.0,0.0,10.0,58.26,5.0,False,Дождь,Карта
T0009079,U00847,2026-01-31T07:24:00,2026-01-31T07:51:00,Санкт-Петербург,Санкт-Петербург,Комфорт,completed,8.59,27.7,1.26,9.3,498.39,119.61,0.0,0.0,6.0,4.0,0.0,0.0,10.0,109.61,5.0,False,Праздник,Карта
T0009080,U00847,2026-03-29T14:56:00,2026-03-29T15:12:00,Санкт-Петербург,Санкт-Петербург,Эконом,completed,3.71,16.2,1.22,5.1,211.58,46.55,0.0,0.0,6.0,4.0,0.0,0.0,10.0,36.55,4.8,False,Праздник,Карта
T0009081,U00851,2024-12-05T19:46:00,2024-12-05T20:12:00,Москва,Москва,Бизнес,completed,7.25,27.0,1.0,7.5,573.33,160.53,0.0,0.0,6.88,4.59,0.0,0.0,11.47,149.07,5.0,False,Ясно,Кошелек
T0009082,U00851,2025-01-28T07:18:00,2025-01-28T08:14:00,Москва,Москва,Бизнес,completed,17.32,56.8,1.08,8.4,1117.44,312.88,0.0,0.0,13.41,8.94,0.0,0.0,22.35,290.53,5.0,False,Пиковый спрос,Кошелек
T0009083,U00851,2025-03-08T10:20:00,2025-03-08T11:01:00,Москва,Москва,Бизнес,completed,9.59,41.6,1.0,4.0,681.27,190.76,0.0,0.0,8.18,5.45,0.0,0.0,13.63,177.13,4.9,False,Ясно,Кошелек
T0009084,U00851,2025-04-11T22:35:00,2025-04-11T23:06:00,Москва,Москва,Бизнес,completed,7.18,31.3,1.0,3.5,570.23,159.66,0.0,0.0,6.84,4.56,0.0,0.0,11.4,148.26,5.0,False,Ясно,Кошелек
T0009085,U00851,2025-04-20T14:22:00,2025-04-20T15:11:00,Москва,Москва,Бизнес,completed,15.43,49.1,1.0,5.5,949.76,265.93,92.28,0.0,11.4,7.6,0.0,0.0,19.0,154.66,5.0,False,Ясно,Кошелек
T0009086,U00851,2025-05-06T14:31:00,2025-05-06T14:51:00,Москва,Москва,Бизнес,completed,5.35,20.8,1.34,5.0,652.67,182.75,0.0,0.0,7.83,5.22,0.0,0.0,13.05,169.69,5.0,False,Пиковый спрос,Кошелек
T0009087,U00851,2025-07-10T15:10:00,2025-07-10T16:02:00,Москва,Москва,Бизнес,completed,12.51,52.8,1.51,6.3,1232.46,345.09,0.0,42.49,14.79,9.86,0.0,0.0,24.65,277.95,5.0,False,Праздник,Кошелек
T0009088,U00851,2025-08-11T13:37:00,2025-08-11T13:59:00,Москва,Москва,Бизнес,completed,6.67,22.3,1.0,7.4,546.86,153.12,0.0,0.0,6.56,4.37,0.0,0.0,10.94,142.18,5.0,True,Ясно,Кошелек
T0009089,U00851,2025-09-05T15:15:00,2025-09-05T16:13:00,Москва,Москва,Бизнес,completed,21.99,58.6,1.0,11.4,1251.39,350.39,0.0,0.0,15.02,10.01,0.0,0.0,25.03,325.36,4.8,True,Ясно,Кошелек
T0009090,U00851,2025-12-26T08:24:00,2025-12-26T09:07:00,Москва,Москва,Эконом,completed,12.04,43.9,1.19,11.3,446.55,98.24,0.0,0.0,6.0,4.0,0.0,0.0,10.0,88.24,5.0,False,Дождь,Кошелек
T0009091,U00851,2026-03-15T10:59:00,2026-03-15T11:07:00,Москва,Москва,Комфорт,completed,2.37,8.8,1.0,6.4,203.39,48.81,0.0,0.0,6.0,4.0,0.0,0.0,10.0,38.81,4.8,False,Снег,Кошелек
T0009092,U00851,2026-03-31T07:49:00,2026-03-31T08:47:00,Москва,Новосибирск,Бизнес,completed,17.66,58.6,1.0,3.9,1052.16,294.61,0.0,0.0,12.63,8.42,44.08,0.0,65.12,229.48,4.5,True,Ясно,Кошелек
T0009093,U00852,2025-01-28T08:11:00,2025-01-28T08:36:00,Санкт-Петербург,Санкт-Петербург,Комфорт,completed,9.03,25.5,1.29,2.7,526.99,126.48,136.0,0.0,6.32,4.22,0.0,0.0,10.54,-20.06,4.6,False,Дождь,Карта
T0009094,U00852,2025-02-20T11:10:00,2025-02-20T11:30:00,Санкт-Петербург,Санкт-Петербург,Эконом,completed,6.23,20.3,1.0,7.5,234.53,51.6,14.07,0.0,6.0,4.0,0.0,0.0,10.0,27.53,5.0,False,Ясно,Карта
T0009095,U00852,2025-02-21T18:03:00,2025-02-21T18:28:00,Санкт-Петербург,Санкт-Петербург,Эконом,completed,6.28,25.3,1.52,10.1,358.84,78.95,21.53,23.8,6.0,4.0,0.0,0.0,10.0,23.61,4.8,False,Праздник,Карта
T0009096,U00852,2025-03-05T11:12:00,2025-03-05T11:22:00,Санкт-Петербург,Санкт-Петербург,Эконом,completed,2.9,10.2,1.07,8.9,166.2,36.56,9.97,0.0,6.0,4.0,0.0,0.0,10.0,16.59,4.7,False,Дождь,Карта
T0009097,U00852,2025-03-25T18:04:00,2025-03-25T18:08:00,Екатеринбург,Екатеринбург,Эконом,completed,1.4,4.5,1.0,4.9,118.55,26.08,16.12,0.0,6.0,4.0,0.0,0.0,10.0,-0.04,4.6,False,Ясно,Карта
T0009098,U00852,2025-05-21T08:15:00,2025-05-21T08:35:00,Санкт-Петербург,Санкт-Петербург,Эконом,completed,6.4,21.0,1.0,6.0,238.66,52.5,14.32,0.0,6.0,4.0,0.0,0.0,10.0,28.19,5.0,False,Ясно,Карта
T0009099,U00852,2025-07-11T10:51:00,2025-07-11T11:12:00,Санкт-Петербург,Санкт-Петербург,Эконом,completed,6.55,21.4,1.0,8.6,242.2,53.28,14.53,0.0,6.0,4.0,0.0,0.0,10.0,28.75,4.2,False,Ясно,Карта
T0009100,U00852,2025-07-18T16:34:00,,Санкт-Петербург,Санкт-Петербург,Эконом,cancelled_rider,0.0,0.0,1.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,-3.4,,False,Снег,Карта
T0009101,U00852,2025-08-12T11:59:00,2025-08-12T12:21:00,Санкт-Петербург,Санкт-Петербург,Эконом,completed,6.02,22.4,1.0,8.2,229.44,50.48,13.77,0.0,6.0,4.0,0.0,0.0,10.0,26.71,4.6,False,Ясно,Карта
T0009102,U00852,2025-09-18T09:14:00,2025-09-18T09:26:00,Санкт-Петербург,Санкт-Петербург,Эконом,completed,3.54,12.6,1.0,7.9,169.87,37.37,10.19,0.0,6.0,4.0,0.0,0.0,10.0,17.18,4.6,False,Ясно,Карта
T0009103,U00852,2025-09-20T19:37:00,2025-09-20T20:44:00,Санкт-Петербург,Москва,Эконом,completed,28.26,67.7,1.26,8.9,961.32,211.49,57.68,0.0,11.54,7.69,0.0,0.0,19.23,134.58,4.6,True,Дождь,Карта
T0009104,U00852,2025-10-07T10:11:00,2025-10-07T10:19:00,Санкт-Петербург,Санкт-Петербург,Эконом,completed,2.15,9.0,1.0,10.2,136.7,30.07,8.2,0.0,6.0,4.0,0.0,0.0,10.0,11.87,4.8,False,Снег,Карта
T0009105,U00852,2025-11-11T20:54:00,2025-11-11T21:12:00,Санкт-Петербург,Санкт-Петербург,Эконом,completed,6.27,18.8,1.3,4.7,304.95,67.09,18.3,0.0,6.0,4.0,14.06,0.0,24.06,24.74,4.8,False,Дождь,Карта
T0009106,U00852,2025-12-15T10:55:00,2025-12-15T11:27:00,Санкт-Петербург,Санкт-Петербург,Эконом,completed,7.99,33.0,1.28,7.1,354.11,77.9,21.25,0.0,6.0,4.0,0.0,0.0,10.0,46.66,5.0,False,Дождь,Карта
T0009107,U00852,2026-01-07T11:37:00,2026-01-07T12:07:00,Новосибирск,Новосибирск,Эконом,completed,7.4,30.3,1.0,6.3,262.71,57.8,15.76,0.0,6.0,4.0,20.69,0.0,30.69,11.35,4.9,False,Ясно,Карта
T0009108,U00852,2026-03-15T11:56:00,2026-03-15T12:14:00,Санкт-Петербург,Санкт-Петербург,Эконом,completed,4.75,19.0,1.42,10.1,281.8,62.0,16.91,0.0,6.0,4.0,0.0,150.01,10.0,-114.92,4.0,False,Дождь,Карта
T0009109,U00853,2025-09-20T16:55:00,2025-09-20T17:32:00,Москва,Москва,Комфорт,completed,8.53,37.4,1.0,7.5,394.58,94.7,103.2,0.0,6.0,4.0,0.0,0.0,10.0,-18.5,4.9,False,Ясно,Кошелек
T0009110,U00853,2025-09-21T17:11:00,2025-09-21T17:42:00,Москва,Москва,Комфорт,completed,10.68,32.0,1.34,3.3,620.0,148.8,108.11,32.55,7.44,4.96,0.0,0.0,12.4,-4.27,4.7,False,Пиковый спрос,Кошелек
T0009111,U00853,2025-09-27T10:48:00,2025-09-27T11:05:00,Москва,Москва,Комфорт,completed,5.03,17.6,1.0,4.9,285.82,68.6,0.0,0.0,6.0,4.0,0.0,0.0,10.0,58.6,4.1,False,Ясно,Кошелек
T0009112,U00853,2025-10-31T11:26:00,2025-10-31T11:44:00,Москва,Москва,Комфорт,completed,4.56,18.7,1.0,6.0,271.33,65.12,0.0,0.0,6.0,4.0,0.0,0.0,10.0,55.12,4.9,False,Ясно,Кошелек
T0009113,U00853,2026-01-30T08:52:00,,Москва,Москва,Комфорт,cancelled_rider,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,Снег,Кошелек
T0009114,U00853,2026-02-02T22:44:00,2026-02-02T23:23:00,Москва,Москва,Комфорт,completed,13.78,39.5,1.45,3.6,807.11,193.71,0.0,0.0,9.69,6.46,0.0,0.0,16.14,177.56,4.4,False,Дождь,Кошелек
T0009115,U00853,2026-02-05T19:46:00,2026-02-05T19:57:00,Москва,Москва,Комфорт,completed,3.91,11.8,1.41,7.1,353.88,84.93,0.0,0.0,6.0,4.0,0.0,0.0,10.0,74.93,4.7,False,Дождь,Кошелек
T0009116,U00853,2026-02-23T08:33:00,2026-02-23T08:54:00,Москва,Москва,Комфорт,completed,7.41,21.3,1.0,4.7,359.61,86.31,0.0,0.0,6.0,4.0,0.0,0.0,10.0,76.31,4.4,False,Ясно,Кошелек
T0009117,U00853,2026-02-27T10:02:00,2026-02-27T10:20:00,Москва,Москва,Комфорт,completed,6.21,18.9,1.25,7.6,401.75,96.42,0.0,0.0,6.0,4.0,0.0,0.0,10.0,86.42,4.5,False,Дождь,Кошелек
T0009118,U00853,2026-03-02T15:02:00,2026-03-02T15:35:00,Москва,Санкт-Петербург,Комфорт,completed,16.07,33.4,1.0,4.5,628.23,150.78,0.0,0.0,7.54,5.03,0.0,0.0,12.56,138.21,4.8,True,Ясно,Кошелек
T0009119,U00853,2026-03-09T10:34:00,2026-03-09T11:08:00,Москва,Москва,Комфорт,completed,10.56,34.6,1.44,2.3,657.22,157.73,0.0,0.0,7.89,5.26,0.0,0.0,13.14,144.59,5.0,False,Пиковый спрос,Кошелек
T0009120,U00853,2026-03-24T21:06:00,2026-03-24T22:04:00,Москва,Санкт-Петербург,Комфорт,completed,32.92,58.1,1.34,9.9,1539.38,369.45,0.0,38.05,18.47,12.32,0.0,364.02,30.79,-63.4,4.8,True,Праздник,Кошелек
T0009121,U00854,2025-10-10T08:56:00,2025-10-10T09:31:00,Казань,Казань,Комфорт,completed,12.57,35.6,1.0,6.1,519.72,124.73,0.0,0.0,6.24,4.16,0.0,0.0,10.39,114.34,4.6,False,Снег,Карта
T0009122,U00854,2025-10-21T14:49:00,2025-10-21T15:35:00,Казань,Казань,Комфорт,completed,14.36,46.2,1.0,5.5,575.05,138.01,0.0,0.0,6.9,4.6,0.0,0.0,11.5,126.51,5.0,False,Снег,Карта
T0009123,U00854,2025-10-22T13:59:00,2025-10-22T14:28:00,Казань,Казань,Комфорт,completed,6.93,29.5,1.0,5.3,344.76,82.74,0.0,0.0,6.0,4.0,0.0,0.0,10.0,72.74,5.0,False,Ясно,Карта
T0009124,U00854,2025-10-23T09:25:00,2025-10-23T10:20:00,Казань,Казань,Комфорт,completed,13.5,55.2,1.23,8.6,676.82,162.44,0.0,0.0,8.12,5.41,0.0,0.0,13.54,148.9,4.9,False,Дождь,Карта
T0009125,U00854,2025-10-24T07:35:00,2025-10-24T07:44:00,Казань,Казань,Комфорт,completed,2.9,9.7,1.0,7.4,219.87,52.77,21.02,0.0,6.0,4.0,0.0,0.0,10.0,21.75,4.9,False,Снег,Карта
T0009126,U00854,2025-10-24T22:37:00,2025-10-24T23:03:00,Казань,Казань,Комфорт,completed,6.14,26.3,1.0,8.4,320.39,76.89,55.03,0.0,6.0,4.0,32.95,0.0,42.95,-21.08,4.1,False,Ясно,Карта
T0009127,U00854,2025-10-25T21:30:00,2025-10-25T22:33:00,Казань,Новосибирск,Эконом,completed,19.06,63.5,1.0,7.7,542.44,119.34,0.0,0.0,6.51,4.34,0.0,0.0,10.85,108.49,4.8,True,Ясно,Карта
T0009128,U00854,2025-10-29T22:54:00,2025-10-29T23:21:00,Казань,Казань,Эконом,completed,8.07,27.6,1.0,2.5,278.57,61.29,13.43,0.0,6.0,4.0,35.54,114.41,45.54,-112.09,4.1,False,Ясно,Карта
T0009129,U00854,2025-11-01T17:49:00,2025-11-01T18:15:00,Казань,Казань,Комфорт,completed,8.51,26.3,1.0,3.7,393.7,94.49,0.0,0.0,6.0,4.0,0.0,0.0,10.0,84.49,5.0,False,Снег,Карта
T0009130,U00854,2025-11-01T21:38:00,,Казань,Екатеринбург,Комфорт,cancelled_rider,0.0,0.0,1.53,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,Праздник,Карта
T0009131,U00854,2025-11-03T19:22:00,2025-11-03T19:54:00,Казань,Казань,Комфорт,completed,10.93,32.9,1.0,5.4,468.86,112.53,0.0,0.0,6.0,4.0,0.0,0.0,10.0,102.53,4.1,False,Ясно,Карта
T0009132,U00854,2025-11-11T22:35:00,2025-11-11T23:22:00,Казань,Казань,Комфорт,completed,11.7,47.7,1.0,4.0,492.76,118.26,0.0,0.0,6.0,4.0,0.0,0.0,10.0,108.26,4.3,False,Ясно,Карта
T0009133,U00854,2025-11-11T15:17:00,2025-11-11T15:45:00,Казань,Казань,Комфорт,completed,8.58,28.7,1.0,2.2,395.92,95.02,0.0,0.0,6.0,4.0,0.0,0.0,10.0,85.02,5.0,False,Снег,Карта
T0009134,U00854,2025-11-20T06:29:00,2025-11-20T06:34:00,Казань,Москва,Комфорт,completed,2.45,5.4,1.0,4.1,205.96,49.43,0.0,0.0,6.0,4.0,0.0,0.0,10.0,39.43,4.3,True,Снег,Карта
T0009135,U00854,2025-11-20T07:19:00,2025-11-20T08:31:00,Казань,Казань,Комфорт,completed,21.65,72.6,1.0,6.1,801.27,192.3,107.94,0.0,9.62,6.41,0.0,0.0,16.03,68.34,5.0,False,Ясно,Карта
T0009136,U00854,2025-12-06T15:11:00,,Казань,Казань,Эконом,cancelled_driver,0.0,0.0,1.27,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,Дождь,Карта
T0009137,U00854,2025-12-09T14:40:00,2025-12-09T15:01:00,Казань,Казань,Комфорт,completed,7.16,21.9,1.0,3.4,351.93,84.46,0.0,0.0,6.0,4.0,0.0,0.0,10.0,74.46,4.3,False,Снег,Карта
T0009138,U00854,2025-12-12T09:24:00,2025-12-12T09:53:00,Казань,Казань,Комфорт,completed,8.93,29.6,1.42,7.4,576.89,138.45,0.0,0.0,6.92,4.62,0.0,0.0,11.54,126.92,4.5,False,Пиковый спрос,Карта
T0009139,U00854,2025-12-18T07:33:00,2025-12-18T08:31:00,Казань,Казань,Комфорт,completed,16.95,58.9,1.25,4.4,821.38,197.13,0.0,0.0,9.86,6.57,0.0,0.0,16.43,180.7,4.7,False,Дождь,Карта
T0009140,U00854,2025-12-18T08:15:00,2025-12-18T09:09:00,Казань,Казань,Комфорт,completed,12.78,55.0,1.31,6.3,690.9,165.82,0.0,39.4,8.29,5.53,0.0,0.0,13.82,112.6,5.0,False,Пиковый спрос,Карта
T0009141,U00854,2025-12-20T19:43:00,2025-12-20T20:15:00,Казань,Казань,Комфорт,completed,9.38,32.3,1.0,8.6,420.86,101.01,0.0,0.0,6.0,4.0,0.0,0.0,10.0,91.01,4.4,False,Ясно,Карта
T0009142,U00854,2025-12-21T11:16:00,,Казань,Казань,Комфорт,cancelled_rider,0.0,0.0,1.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,Ясно,Карта
T0009143,U00854,2026-01-13T22:11:00,2026-01-13T22:39:00,Казань,Казань,Комфорт,completed,8.53,28.1,1.19,5.9,469.6,112.7,0.0,0.0,6.0,4.0,0.0,0.0,10.0,102.7,5.0,False,Дождь,Карта
T0009144,U00854,2026-01-17T07:27:00,2026-01-17T09:01:00,Казань,Москва,Комфорт,completed,33.68,94.5,1.06,5.9,1244.06,298.58,0.0,70.66,14.93,9.95,32.29,0.0,57.18,170.74,4.5,True,Пиковый спрос,Карта
T0009145,U00854,2026-01-17T17:29:00,2026-01-17T17:41:00,Казань,Казань,Комфорт,completed,3.71,12.5,1.0,6.5,245.12,58.83,0.0,0.0,6.0,4.0,0.0,0.0,10.0,48.83,4.8,False,Ясно,Карта
T0009146,U00854,2026-01-27T09:44:00,2026-01-27T10:43:00,Казань,Казань,Комфорт,completed,15.14,59.8,1.38,2.5,825.09,198.02,0.0,0.0,9.9,6.6,0.0,0.0,16.5,181.52,4.6,False,Дождь,Карта
T0009147,U00854,2026-01-30T11:18:00,2026-01-30T12:03:00,Казань,Казань,Комфорт,completed,12.0,45.2,1.0,9.6,501.92,120.46,0.0,0.0,6.02,4.02,0.0,0.0,10.04,110.42,4.5,False,Ясно,Карта
T0009148,U00854,2026-02-11T07:58:00,2026-02-11T09:12:00,Казань,Казань,Комфорт,completed,17.79,74.8,1.18,9.4,802.11,192.51,0.0,0.0,9.63,6.42,15.17,0.0,31.21,161.3,4.8,False,Дождь,Карта
T0009149,U00854,2026-02-13T13:19:00,,Казань,Казань,Комфорт,cancelled_rider,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,3.75,-3.75,,False,Ясно,Карта
T0009150,U00854,2026-03-03T12:26:00,2026-03-03T12:50:00,Казань,Казань,Комфорт,completed,7.8,24.2,1.0,2.2,371.65,89.2,18.81,0.0,6.0,4.0,0.0,0.0,10.0,60.39,4.7,False,Ясно,Карта
T0009151,U00854,2026-03-04T09:35:00,2026-03-04T10:26:00,Казань,Казань,Эконом,completed,15.72,51.3,1.0,8.5,462.34,101.72,0.0,0.0,6.0,4.0,0.0,0.0,10.0,91.72,4.7,False,Ясно,Карта
T0009152,U00854,2026-03-06T09:28:00,2026-03-06T10:30:00,Казань,Казань,Комфорт,completed,16.01,63.0,1.42,5.9,891.83,214.04,34.95,48.14,10.7,7.13,0.0,0.0,17.84,113.11,4.8,False,Пиковый спрос,Карта
T0009153,U00854,2026-03-07T17:20:00,2026-03-07T17:55:00,Казань,Казань,Комфорт,completed,10.1,35.0,1.0,7.7,443.24,106.38,0.0,0.0,6.0,4.0,0.0,0.0,10.0,96.38,4.8,False,Ясно,Карта
T0009154,U00854,2026-03-08T13:05:00,2026-03-08T13:32:00,Казань,Казань,Комфорт,completed,7.16,27.6,1.0,4.8,351.88,84.45,0.0,0.0,6.0,4.0,21.49,113.37,31.49,-60.4,4.8,False,Ясно,Карта
T0009155,U00854,2026-03-11T08:31:00,2026-03-11T08:44:00,Казань,Казань,Комфорт,completed,4.62,13.4,1.28,8.8,350.73,84.17,0.0,0.0,6.0,4.0,0.0,0.0,10.0,74.17,5.0,False,Дождь,Карта
T0009156,U00854,2026-03-12T16:51:00,2026-03-12T18:15:00,Казань,Казань,Комфорт,completed,23.85,84.4,1.0,6.3,869.27,208.63,0.0,0.0,10.43,6.95,0.0,0.0,17.39,191.24,4.6,True,Ясно,Карта
T0009157,U00854,2026-03-14T21:14:00,2026-03-14T22:06:00,Казань,Казань,Комфорт,completed,12.11,52.1,1.19,8.7,603.42,144.82,94.91,18.17,7.24,4.83,21.93,0.0,33.99,-2.26,4.0,False,Пиковый спрос,Карта
T0009158,U00854,2026-03-15T20:19:00,2026-03-15T22:01:00,Казань,Новосибирск,Комфорт,completed,44.12,102.5,1.42,6.3,2127.77,510.66,357.44,0.0,25.53,17.02,0.0,0.0,42.56,110.67,5.0,True,Пиковый спрос,Карта
T0009159,U00854,2026-03-18T10:37:00,2026-03-18T11:27:00,Казань,Москва,Комфорт,completed,14.03,50.7,1.0,5.4,564.85,135.56,0.0,0.0,6.78,4.52,0.0,0.0,11.3,124.27,4.8,True,Ясно,Карта
T0009160,U00854,2026-03-19T13:15:00,2026-03-19T13:47:00,Казань,Казань,Комфорт,completed,8.63,32.7,1.0,7.6,397.43,95.38,0.0,0.0,6.0,4.0,0.0,0.0,10.0,85.38,4.2,False,Ясно,Карта
T0009161,U00855,2025-11-20T21:11:00,2025-11-20T21:40:00,Екатеринбург,Екатеринбург,Эконом,completed,8.3,29.7,1.44,4.9,410.46,90.3,59.52,13.62,6.0,4.0,0.0,0.0,10.0,7.17,4.6,False,Праздник,Карта
T0009162,U00855,2025-11-29T19:51:00,2025-11-29T20:18:00,Екатеринбург,Казань,Эконом,completed,12.29,27.9,1.24,4.3,472.4,103.93,0.0,0.0,6.0,4.0,0.0,0.0,10.0,93.93,5.0,True,Дождь,Карта
T0009163,U00855,2025-12-30T16:20:00,2025-12-30T17:14:00,Екатеринбург,Екатеринбург,Комфорт,completed,16.92,54.7,1.11,5.0,728.04,174.73,0.0,0.0,8.74,5.82,0.0,0.0,14.56,160.17,4.4,False,Дождь,Карта
T0009164,U00855,2025-12-30T13:54:00,2025-12-30T14:04:00,Екатеринбург,Екатеринбург,Эконом,completed,2.99,10.1,1.0,7.9,156.83,34.5,0.0,0.0,6.0,4.0,0.0,0.0,10.0,24.5,4.9,False,Ясно,Карта
T0009165,U00855,2026-03-04T16:15:00,2026-03-04T16:46:00,Екатеринбург,Екатеринбург,Эконом,completed,10.52,31.0,1.32,8.0,444.74,97.84,0.0,0.0,6.0,4.0,0.0,0.0,10.0,87.84,5.0,False,Праздник,Карта
T0009166,U00855,2026-03-10T16:58:00,2026-03-10T17:19:00,Екатеринбург,Екатеринбург,Эконом,completed,6.34,21.1,1.09,7.7,258.2,56.8,0.0,0.0,6.0,4.0,0.0,0.0,10.0,46.8,5.0,False,Пиковый спрос,Карта
T0009167,U00855,2026-03-26T22:15:00,2026-03-26T22:29:00,Екатеринбург,Екатеринбург,Эконом,completed,4.34,14.4,1.19,3.9,224.75,49.44,0.0,0.0,6.0,4.0,0.0,0.0,10.0,39.44,4.8,False,Пиковый спрос,Карта
T0009168,U00855,2026-03-27T13:44:00,2026-03-27T13:51:00,Екатеринбург,Новосибирск,Эконом,completed,2.62,7.7,1.1,5.4,162.92,35.84,0.0,9.83,6.0,4.0,0.0,0.0,10.0,16.01,4.4,True,Пиковый спрос,Карта
T0009169,U00856,2025-03-16T19:08:00,2025-03-16T20:01:00,Санкт-Петербург,Санкт-Петербург,Бизнес,completed,18.07,53.3,1.0,2.0,1071.05,299.89,0.0,0.0,12.85,8.57,0.0,0.0,21.42,278.47,4.7,False,Снег,Наличные
T0009170,U00856,2025-03-17T07:45:00,2025-03-17T08:07:00,Санкт-Петербург,Санкт-Петербург,Бизнес,completed,7.97,22.4,1.42,7.9,860.02,240.8,123.15,0.0,10.32,6.88,0.0,0.0,17.2,100.46,4.9,False,Дождь,Наличные
T0009171,U00856,2025-03-20T18:27:00,2025-03-20T19:23:00,Санкт-Петербург,Санкт-Петербург,Бизнес,completed,13.33,56.2,1.25,6.9,1063.69,297.83,0.0,0.0,12.76,8.51,0.0,0.0,21.27,276.56,4.9,False,Дождь,Наличные
T0009172,U00856,2025-03-29T08:31:00,2025-03-29T08:50:00,Москва,Москва,Бизнес,completed,5.95,19.2,1.0,4.6,513.51,143.78,0.0,0.0,6.16,4.11,0.0,0.0,10.27,133.51,5.0,False,Ясно,Наличные
T0009173,U00856,2025-04-16T17:18:00,2025-04-16T18:05:00,Санкт-Петербург,Санкт-Петербург,Бизнес,completed,14.06,47.6,1.25,5.3,1109.63,310.7,0.0,0.0,13.32,8.88,0.0,0.0,22.19,288.5,4.8,False,Дождь,Наличные
T0009174,U00856,2025-05-01T22:22:00,2025-05-01T23:14:00,Санкт-Петербург,Санкт-Петербург,Бизнес,completed,18.12,52.2,1.0,3.8,1073.3,300.52,0.0,0.0,12.88,8.59,0.0,0.0,21.47,279.06,4.5,False,Ясно,Наличные
T0009175,U00856,2025-05-10T20:36:00,2025-05-10T21:10:00,Санкт-Петербург,Санкт-Петербург,Бизнес,completed,8.8,34.0,1.0,4.8,644.63,180.5,0.0,0.0,7.74,5.16,0.0,0.0,12.89,167.6,4.5,False,Ясно,Наличные
T0009176,U00856,2025-05-14T19:03:00,2025-05-14T19:17:00,Москва,Москва,Эконом,completed,4.71,14.5,1.0,2.5,197.95,43.55,0.0,0.0,6.0,4.0,0.0,0.0,10.0,33.55,4.9,False,Ясно,Наличные
T0009177,U00856,2025-05-15T14:48:00,2025-05-15T15:32:00,Санкт-Петербург,Санкт-Петербург,Бизнес,completed,13.4,44.5,1.0,5.9,856.62,239.85,0.0,0.0,10.28,6.85,0.0,0.0,17.13,222.72,5.0,False,Ясно,Наличные
T0009178,U00856,2025-05-25T10:49:00,2025-05-25T12:09:00,Санкт-Петербург,Санкт-Петербург,Бизнес,completed,20.78,80.9,1.37,10.2,1639.09,458.95,0.0,0.0,19.67,13.11,0.0,0.0,32.78,426.16,5.0,False,Пиковый спрос,Наличные
T0009179,U00856,2025-06-04T20:54:00,2025-06-04T21:55:00,Санкт-Петербург,Санкт-Петербург,Бизнес,completed,16.62,61.8,1.27,4.1,1275.64,357.18,0.0,0.0,15.31,10.21,32.71,0.0,58.22,298.95,4.3,False,Дождь,Наличные
T0009180,U00856,2025-06-06T10:00:00,2025-06-06T11:11:00,Екатеринбург,Екатеринбург,Бизнес,completed,19.99,71.5,1.0,12.1,1159.66,324.7,0.0,0.0,13.92,9.28,0.0,169.91,23.19,131.6,4.1,False,Снег,Наличные
