campaign_id,campaign_name,campaign_type,touch_channel,start_ts,end_ts,target_segment_demo,touch_count,conversions,conversion_rate_7d,budget_demo
RET_007,Retention / Email / RET_007,Retention,Email,2024-06-30,2026-03-27,Пользователи с риском оттока,17,0,0.0,296.03
RET_007,Retention / In-App / RET_007,Retention,In-App,2024-08-07,2026-03-26,Пользователи с риском оттока,11,0,0.0,135.03
RET_007,Retention / Push / RET_007,Retention,Push,2024-06-12,2026-03-14,Пользователи с риском оттока,21,0,0.0,348.05
RET_007,Retention / Retargeting / RET_007,Retention,Retargeting,2025-01-23,2026-03-31,Пользователи с риском оттока,9,0,0.0,181.37
RET_007,Retention / SMS / RET_007,Retention,SMS,2024-09-12,2026-01-11,Пользователи с риском оттока,8,0,0.0,172.05
RET_008,Retention / Email / RET_008,Retention,Email,2025-09-03,2026-03-05,Пользователи с риском оттока,7,0,0.0,122.94
RET_008,Retention / In-App / RET_008,Retention,In-App,2024-09-16,2026-03-26,Пользователи с риском оттока,8,1,0.125,139.75
RET_008,Retention / Push / RET_008,Retention,Push,2024-07-16,2026-03-18,Пользователи с риском оттока,28,0,0.0,492.3
RET_008,Retention / Retargeting / RET_008,Retention,Retargeting,2024-11-26,2026-03-30,Пользователи с риском оттока,11,1,0.0909,118.88
RET_008,Retention / SMS / RET_008,Retention,SMS,2024-09-18,2026-02-16,Пользователи с риском оттока,4,0,0.0,84.93
RET_009,Retention / Retargeting / RET_009,Retention,Retargeting,2024-06-14,2026-01-22,Пользователи с риском оттока,8,0,0.0,173.9
RET_009,Retention / SMS / RET_009,Retention,SMS,2024-08-01,2026-01-03,Пользователи с риском оттока,8,0,0.0,135.92
RET_009,Retention / Push / RET_009,Retention,Push,2024-12-22,2026-03-29,Пользователи с риском оттока,20,1,0.05,318.4
RET_009,Retention / In-App / RET_009,Retention,In-App,2024-11-15,2026-03-28,Пользователи с риском оттока,12,1,0.0833,208.21
RET_009,Retention / Email / RET_009,Retention,Email,2024-10-17,2026-03-26,Пользователи с риском оттока,11,0,0.0,150.31
RET_010,Retention / Email / RET_010,Retention,Email,2024-05-24,2026-03-31,Пользователи с риском оттока,10,0,0.0,148.31
RET_010,Retention / In-App / RET_010,Retention,In-App,2024-12-07,2026-03-21,Пользователи с риском оттока,15,0,0.0,229.71
RET_010,Retention / Push / RET_010,Retention,Push,2024-05-09,2026-03-30,Пользователи с риском оттока,21,2,0.0952,316.67
RET_010,Retention / Retargeting / RET_010,Retention,Retargeting,2024-07-16,2026-03-30,Пользователи с риском оттока,7,1,0.1429,147.01
RET_010,Retention / SMS / RET_010,Retention,SMS,2024-05-05,2026-02-09,Пользователи с риском оттока,8,0,0.0,169.57
RET_011,Retention / SMS / RET_011,Retention,SMS,2025-02-09,2026-03-18,Пользователи с риском оттока,7,0,0.0,130.33
RET_011,Retention / Retargeting / RET_011,Retention,Retargeting,2025-04-20,2026-03-22,Пользователи с риском оттока,3,0,0.0,59.49
RET_011,Retention / Push / RET_011,Retention,Push,2024-06-04,2026-03-16,Пользователи с риском оттока,19,0,0.0,286.0
RET_011,Retention / In-App / RET_011,Retention,In-App,2025-07-19,2026-03-22,Пользователи с риском оттока,10,0,0.0,156.21
RET_011,Retention / Email / RET_011,Retention,Email,2025-01-04,2026-03-14,Пользователи с риском оттока,10,1,0.1,165.03
RET_012,Retention / Email / RET_012,Retention,Email,2025-01-10,2026-03-31,Пользователи с риском оттока,8,0,0.0,173.12
RET_012,Retention / In-App / RET_012,Retention,In-App,2024-04-26,2026-03-27,Пользователи с риском оттока,18,0,0.0,256.73
RET_012,Retention / Push / RET_012,Retention,Push,2024-09-12,2026-03-26,Пользователи с риском оттока,15,1,0.0667,211.99
RET_012,Retention / Retargeting / RET_012,Retention,Retargeting,2025-02-12,2026-02-11,Пользователи с риском оттока,8,0,0.0,94.68
RET_012,Retention / SMS / RET_012,Retention,SMS,2025-07-19,2026-03-28,Пользователи с риском оттока,6,1,0.1667,110.06
RET_013,Retention / SMS / RET_013,Retention,SMS,2025-10-20,2026-03-09,Пользователи с риском оттока,4,0,0.0,46.44
RET_013,Retention / Retargeting / RET_013,Retention,Retargeting,2024-08-07,2026-03-28,Пользователи с риском оттока,10,0,0.0,126.99
RET_013,Retention / Email / RET_013,Retention,Email,2024-09-23,2026-03-29,Пользователи с риском оттока,15,1,0.0667,245.1
RET_013,Retention / In-App / RET_013,Retention,In-App,2025-10-13,2026-03-29,Пользователи с риском оттока,5,0,0.0,79.1
RET_013,Retention / Push / RET_013,Retention,Push,2024-07-19,2026-03-09,Пользователи с риском оттока,16,1,0.0625,279.92
RET_014,Retention / Email / RET_014,Retention,Email,2024-06-30,2026-01-31,Пользователи с риском оттока,14,1,0.0714,272.77
RET_014,Retention / In-App / RET_014,Retention,In-App,2024-06-23,2026-03-27,Пользователи с риском оттока,11,0,0.0,163.83
RET_014,Retention / Push / RET_014,Retention,Push,2024-01-12,2026-03-07,Пользователи с риском оттока,20,0,0.0,333.04
RET_014,Retention / Retargeting / RET_014,Retention,Retargeting,2025-10-24,2026-03-26,Пользователи с риском оттока,5,0,0.0,66.02
RET_014,Retention / SMS / RET_014,Retention,SMS,2024-07-04,2025-12-01,Пользователи с риском оттока,8,0,0.0,168.06
RET_015,Retention / Email / RET_015,Retention,Email,2025-02-20,2026-03-29,Пользователи с риском оттока,15,2,0.1333,274.79
RET_015,Retention / In-App / RET_015,Retention,In-App,2024-05-09,2026-03-30,Пользователи с риском оттока,17,1,0.0588,298.85
RET_015,Retention / Push / RET_015,Retention,Push,2024-09-18,2026-03-31,Пользователи с риском оттока,23,1,0.0435,309.4
RET_015,Retention / Retargeting / RET_015,Retention,Retargeting,2024-09-22,2026-03-26,Пользователи с риском оттока,9,0,0.0,172.0
RET_015,Retention / SMS / RET_015,Retention,SMS,2024-04-28,2026-03-30,Пользователи с риском оттока,12,0,0.0,220.15
RET_016,Retention / SMS / RET_016,Retention,SMS,2025-01-17,2026-03-05,Пользователи с риском оттока,5,0,0.0,78.85
RET_016,Retention / Retargeting / RET_016,Retention,Retargeting,2024-06-29,2026-03-28,Пользователи с риском оттока,17,0,0.0,304.35
RET_016,Retention / Push / RET_016,Retention,Push,2024-03-30,2026-03-31,Пользователи с риском оттока,19,0,0.0,274.65
RET_016,Retention / In-App / RET_016,Retention,In-App,2024-03-18,2026-03-31,Пользователи с риском оттока,10,1,0.1,229.35
RET_016,Retention / Email / RET_016,Retention,Email,2024-09-24,2026-02-08,Пользователи с риском оттока,12,0,0.0,233.47
RET_017,Retention / Email / RET_017,Retention,Email,2024-11-15,2026-03-25,Пользователи с риском оттока,10,0,0.0,130.84
RET_017,Retention / In-App / RET_017,Retention,In-App,2025-06-13,2026-03-29,Пользователи с риском оттока,10,0,0.0,153.37
RET_017,Retention / Push / RET_017,Retention,Push,2024-06-19,2026-03-29,Пользователи с риском оттока,19,0,0.0,364.51
RET_017,Retention / Retargeting / RET_017,Retention,Retargeting,2024-11-08,2026-01-26,Пользователи с риском оттока,10,1,0.1,149.44
RET_017,Retention / SMS / RET_017,Retention,SMS,2025-04-18,2026-03-27,Пользователи с риском оттока,4,0,0.0,66.63
RET_018,Retention / Email / RET_018,Retention,Email,2024-06-16,2026-01-18,Пользователи с риском оттока,12,1,0.0833,243.91
RET_018,Retention / In-App / RET_018,Retention,In-App,2025-05-19,2026-03-27,Пользователи с риском оттока,11,1,0.0909,139.13
RET_018,Retention / Push / RET_018,Retention,Push,2024-08-24,2026-03-18,Пользователи с риском оттока,18,0,0.0,286.62
RET_018,Retention / Retargeting / RET_018,Retention,Retargeting,2024-10-30,2026-03-16,Пользователи с риском оттока,6,0,0.0,117.35
RET_018,Retention / SMS / RET_018,Retention,SMS,2024-08-25,2026-03-30,Пользователи с риском оттока,9,1,0.1111,181.15
RET_019,Retention / Retargeting / RET_019,Retention,Retargeting,2024-11-09,2026-03-02,Пользователи с риском оттока,6,0,0.0,136.46
RET_019,Retention / Push / RET_019,Retention,Push,2024-08-12,2026-03-30,Пользователи с риском оттока,17,0,0.0,252.13
RET_019,Retention / SMS / RET_019,Retention,SMS,2024-10-16,2026-03-13,Пользователи с риском оттока,10,0,0.0,168.65
RET_019,Retention / Email / RET_019,Retention,Email,2024-04-10,2026-03-25,Пользователи с риском оттока,15,0,0.0,201.11
RET_019,Retention / In-App / RET_019,Retention,In-App,2024-10-02,2026-03-25,Пользователи с риском оттока,13,0,0.0,216.11
RET_020,Retention / Email / RET_020,Retention,Email,2024-07-20,2026-03-27,Пользователи с риском оттока,11,0,0.0,171.58
RET_020,Retention / In-App / RET_020,Retention,In-App,2024-04-04,2026-03-25,Пользователи с риском оттока,4,0,0.0,72.67
RET_020,Retention / Push / RET_020,Retention,Push,2024-12-31,2026-03-16,Пользователи с риском оттока,28,0,0.0,443.93
RET_020,Retention / Retargeting / RET_020,Retention,Retargeting,2025-06-16,2026-03-14,Пользователи с риском оттока,5,0,0.0,104.89
RET_020,Retention / SMS / RET_020,Retention,SMS,2024-08-28,2026-02-17,Пользователи с риском оттока,7,0,0.0,160.27
RET_021,Retention / SMS / RET_021,Retention,SMS,2024-12-01,2026-03-04,Пользователи с риском оттока,7,0,0.0,96.13
RET_021,Retention / Retargeting / RET_021,Retention,Retargeting,2024-11-16,2026-02-07,Пользователи с риском оттока,10,0,0.0,199.68
RET_021,Retention / Push / RET_021,Retention,Push,2024-07-07,2026-03-29,Пользователи с риском оттока,25,0,0.0,455.99
RET_021,Retention / Email / RET_021,Retention,Email,2024-11-04,2026-03-27,Пользователи с риском оттока,16,0,0.0,275.42
RET_021,Retention / In-App / RET_021,Retention,In-App,2025-01-26,2026-03-31,Пользователи с риском оттока,14,0,0.0,235.77
RET_022,Retention / Email / RET_022,Retention,Email,2025-04-26,2026-03-06,Пользователи с риском оттока,6,0,0.0,83.31
RET_022,Retention / In-App / RET_022,Retention,In-App,2024-11-15,2026-03-30,Пользователи с риском оттока,10,0,0.0,145.88
RET_022,Retention / Push / RET_022,Retention,Push,2024-08-19,2026-03-26,Пользователи с риском оттока,26,0,0.0,436.11
RET_022,Retention / Retargeting / RET_022,Retention,Retargeting,2024-07-19,2026-03-26,Пользователи с риском оттока,10,0,0.0,190.45
RET_022,Retention / SMS / RET_022,Retention,SMS,2024-05-11,2026-03-29,Пользователи с риском оттока,4,0,0.0,81.61
RET_023,Retention / Retargeting / RET_023,Retention,Retargeting,2024-07-16,2026-03-16,Пользователи с риском оттока,8,0,0.0,111.01
RET_023,Retention / Push / RET_023,Retention,Push,2024-06-03,2026-03-29,Пользователи с риском оттока,16,1,0.0625,236.08
RET_023,Retention / SMS / RET_023,Retention,SMS,2024-03-23,2026-03-30,Пользователи с риском оттока,13,0,0.0,239.75
RET_023,Retention / Email / RET_023,Retention,Email,2024-09-02,2026-03-12,Пользователи с риском оттока,9,0,0.0,144.72
RET_023,Retention / In-App / RET_023,Retention,In-App,2025-02-01,2026-03-19,Пользователи с риском оттока,10,0,0.0,157.56
RET_024,Retention / Email / RET_024,Retention,Email,2024-10-27,2026-03-09,Пользователи с риском оттока,8,0,0.0,125.83
RET_024,Retention / In-App / RET_024,Retention,In-App,2024-09-11,2026-03-17,Пользователи с риском оттока,9,0,0.0,110.68
RET_024,Retention / Push / RET_024,Retention,Push,2024-05-15,2026-03-15,Пользователи с риском оттока,15,0,0.0,218.75
RET_024,Retention / Retargeting / RET_024,Retention,Retargeting,2025-04-19,2026-03-21,Пользователи с риском оттока,7,0,0.0,138.82
RET_024,Retention / SMS / RET_024,Retention,SMS,2024-10-27,2026-03-10,Пользователи с риском оттока,5,1,0.2,91.69
RET_025,Retention / Email / RET_025,Retention,Email,2025-01-05,2026-03-20,Пользователи с риском оттока,19,1,0.0526,361.0
RET_025,Retention / In-App / RET_025,Retention,In-App,2024-05-03,2026-03-27,Пользователи с риском оттока,15,1,0.0667,235.56
RET_025,Retention / Push / RET_025,Retention,Push,2024-05-04,2026-03-30,Пользователи с риском оттока,23,1,0.0435,370.03
RET_025,Retention / Retargeting / RET_025,Retention,Retargeting,2025-01-18,2026-03-21,Пользователи с риском оттока,6,0,0.0,126.28
RET_025,Retention / SMS / RET_025,Retention,SMS,2025-07-22,2026-03-22,Пользователи с риском оттока,9,1,0.1111,148.31
RET_026,Retention / Retargeting / RET_026,Retention,Retargeting,2025-04-06,2026-03-29,Пользователи с риском оттока,11,0,0.0,215.02
RET_026,Retention / Push / RET_026,Retention,Push,2024-05-13,2026-03-16,Пользователи с риском оттока,25,1,0.04,335.39
RET_026,Retention / SMS / RET_026,Retention,SMS,2025-03-15,2026-03-01,Пользователи с риском оттока,9,0,0.0,171.76
RET_026,Retention / Email / RET_026,Retention,Email,2024-07-13,2025-12-08,Пользователи с риском оттока,8,2,0.25,143.85
RET_026,Retention / In-App / RET_026,Retention,In-App,2024-04-05,2026-03-26,Пользователи с риском оттока,7,0,0.0,139.42
RET_027,Retention / Email / RET_027,Retention,Email,2024-07-31,2026-03-24,Пользователи с риском оттока,16,0,0.0,263.21
RET_027,Retention / In-App / RET_027,Retention,In-App,2024-10-21,2026-03-29,Пользователи с риском оттока,9,0,0.0,139.44
RET_027,Retention / Push / RET_027,Retention,Push,2024-09-15,2026-03-28,Пользователи с риском оттока,22,1,0.0455,310.22
RET_027,Retention / Retargeting / RET_027,Retention,Retargeting,2024-11-10,2026-03-24,Пользователи с риском оттока,7,0,0.0,94.35
RET_027,Retention / SMS / RET_027,Retention,SMS,2025-02-18,2026-03-04,Пользователи с риском оттока,7,0,0.0,92.96
RET_028,Retention / SMS / RET_028,Retention,SMS,2024-09-09,2026-03-31,Пользователи с риском оттока,8,0,0.0,186.5
RET_028,Retention / Retargeting / RET_028,Retention,Retargeting,2024-12-05,2026-03-21,Пользователи с риском оттока,8,1,0.125,81.07
RET_028,Retention / Push / RET_028,Retention,Push,2024-11-25,2026-03-29,Пользователи с риском оттока,18,0,0.0,325.14
RET_028,Retention / Email / RET_028,Retention,Email,2025-06-20,2025-10-23,Пользователи с риском оттока,4,0,0.0,72.67
RET_028,Retention / In-App / RET_028,Retention,In-App,2024-07-06,2026-03-23,Пользователи с риском оттока,9,0,0.0,153.04
RET_029,Retention / Email / RET_029,Retention,Email,2024-05-30,2026-02-25,Пользователи с риском оттока,12,0,0.0,218.36
RET_029,Retention / In-App / RET_029,Retention,In-App,2024-07-26,2026-03-29,Пользователи с риском оттока,14,0,0.0,247.41
RET_029,Retention / Push / RET_029,Retention,Push,2024-11-15,2026-03-31,Пользователи с риском оттока,21,1,0.0476,380.39
RET_029,Retention / Retargeting / RET_029,Retention,Retargeting,2024-09-24,2026-03-15,Пользователи с риском оттока,8,0,0.0,106.79
RET_029,Retention / SMS / RET_029,Retention,SMS,2025-04-10,2026-02-15,Пользователи с риском оттока,7,0,0.0,89.3
RET_030,Retention / SMS / RET_030,Retention,SMS,2025-05-25,2025-09-17,Пользователи с риском оттока,5,0,0.0,132.97
RET_030,Retention / Push / RET_030,Retention,Push,2024-09-09,2026-03-30,Пользователи с риском оттока,19,1,0.0526,327.22
RET_030,Retention / Retargeting / RET_030,Retention,Retargeting,2025-12-13,2026-03-21,Пользователи с риском оттока,3,0,0.0,55.96
RET_030,Retention / Email / RET_030,Retention,Email,2025-04-15,2026-03-16,Пользователи с риском оттока,9,0,0.0,125.72
RET_030,Retention / In-App / RET_030,Retention,In-App,2024-12-29,2026-03-30,Пользователи с риском оттока,11,0,0.0,171.43
RET_031,Retention / Email / RET_031,Retention,Email,2025-01-12,2026-03-13,Пользователи с риском оттока,13,1,0.0769,230.65
RET_031,Retention / In-App / RET_031,Retention,In-App,2024-10-09,2026-03-16,Пользователи с риском оттока,10,2,0.2,188.05
RET_031,Retention / Push / RET_031,Retention,Push,2024-05-09,2026-03-30,Пользователи с риском оттока,17,0,0.0,208.24
RET_031,Retention / Retargeting / RET_031,Retention,Retargeting,2024-07-04,2026-03-06,Пользователи с риском оттока,9,0,0.0,126.32
RET_031,Retention / SMS / RET_031,Retention,SMS,2025-05-24,2026-03-27,Пользователи с риском оттока,5,0,0.0,71.26
RET_032,Retention / SMS / RET_032,Retention,SMS,2025-02-07,2026-03-30,Пользователи с риском оттока,9,1,0.1111,107.25
RET_032,Retention / Retargeting / RET_032,Retention,Retargeting,2025-07-03,2026-03-27,Пользователи с риском оттока,6,1,0.1667,112.51
RET_032,Retention / Email / RET_032,Retention,Email,2024-09-07,2026-01-17,Пользователи с риском оттока,9,0,0.0,156.21
RET_032,Retention / In-App / RET_032,Retention,In-App,2024-08-10,2026-01-25,Пользователи с риском оттока,12,0,0.0,139.1
RET_032,Retention / Push / RET_032,Retention,Push,2024-05-25,2026-03-23,Пользователи с риском оттока,26,1,0.0385,504.92
RET_033,Retention / Email / RET_033,Retention,Email,2024-08-16,2026-03-28,Пользователи с риском оттока,12,0,0.0,161.47
RET_033,Retention / In-App / RET_033,Retention,In-App,2024-08-26,2026-02-19,Пользователи с риском оттока,7,1,0.1429,120.66
RET_033,Retention / Push / RET_033,Retention,Push,2024-10-12,2026-03-19,Пользователи с риском оттока,20,1,0.05,375.12
RET_033,Retention / Retargeting / RET_033,Retention,Retargeting,2024-12-26,2026-03-06,Пользователи с риском оттока,14,1,0.0714,233.24
RET_033,Retention / SMS / RET_033,Retention,SMS,2024-08-26,2026-03-31,Пользователи с риском оттока,11,1,0.0909,126.02
RET_034,Retention / Retargeting / RET_034,Retention,Retargeting,2024-07-30,2026-03-28,Пользователи с риском оттока,7,0,0.0,128.19
RET_034,Retention / SMS / RET_034,Retention,SMS,2024-09-23,2026-03-15,Пользователи с риском оттока,8,0,0.0,83.98
RET_034,Retention / In-App / RET_034,Retention,In-App,2024-10-13,2026-03-19,Пользователи с риском оттока,6,0,0.0,126.4
RET_034,Retention / Email / RET_034,Retention,Email,2024-09-07,2026-03-27,Пользователи с риском оттока,14,1,0.0714,259.71
RET_034,Retention / Push / RET_034,Retention,Push,2024-04-22,2026-03-21,Пользователи с риском оттока,20,0,0.0,286.25
RET_035,Retention / Email / RET_035,Retention,Email,2024-09-29,2026-03-29,Пользователи с риском оттока,10,0,0.0,184.27
RET_035,Retention / In-App / RET_035,Retention,In-App,2024-08-14,2026-03-25,Пользователи с риском оттока,5,0,0.0,82.12
RET_035,Retention / Push / RET_035,Retention,Push,2024-06-11,2026-03-23,Пользователи с риском оттока,27,3,0.1111,418.4
RET_035,Retention / Retargeting / RET_035,Retention,Retargeting,2024-09-25,2026-03-17,Пользователи с риском оттока,13,0,0.0,216.69
RET_035,Retention / SMS / RET_035,Retention,SMS,2024-07-04,2026-03-27,Пользователи с риском оттока,6,0,0.0,89.87
RET_036,Retention / SMS / RET_036,Retention,SMS,2025-01-08,2025-12-29,Пользователи с риском оттока,7,1,0.1429,139.81
RET_036,Retention / Retargeting / RET_036,Retention,Retargeting,2024-10-26,2026-03-24,Пользователи с риском оттока,6,0,0.0,100.68
RET_036,Retention / In-App / RET_036,Retention,In-App,2024-11-21,2026-03-27,Пользователи с риском оттока,19,0,0.0,263.77
RET_036,Retention / Email / RET_036,Retention,Email,2025-06-08,2026-03-29,Пользователи с риском оттока,11,0,0.0,189.78
RET_036,Retention / Push / RET_036,Retention,Push,2024-08-24,2026-03-20,Пользователи с риском оттока,20,0,0.0,258.31
RET_037,Retention / Retargeting / RET_037,Retention,Retargeting,2024-10-27,2026-03-25,Пользователи с риском оттока,11,0,0.0,221.82
RET_037,Retention / Email / RET_037,Retention,Email,2025-05-17,2026-03-27,Пользователи с риском оттока,10,0,0.0,154.14
RET_037,Retention / In-App / RET_037,Retention,In-App,2025-04-06,2026-03-25,Пользователи с риском оттока,10,0,0.0,159.62
RET_037,Retention / Push / RET_037,Retention,Push,2024-02-12,2026-03-29,Пользователи с риском оттока,17,0,0.0,324.59
RET_037,Retention / SMS / RET_037,Retention,SMS,2024-06-18,2026-03-24,Пользователи с риском оттока,6,0,0.0,104.69
RET_038,Retention / Retargeting / RET_038,Retention,Retargeting,2025-03-25,2026-03-14,Пользователи с риском оттока,5,0,0.0,112.25
RET_038,Retention / Push / RET_038,Retention,Push,2024-11-13,2026-03-29,Пользователи с риском оттока,16,0,0.0,266.2
RET_038,Retention / SMS / RET_038,Retention,SMS,2024-10-21,2026-02-14,Пользователи с риском оттока,7,0,0.0,130.7
RET_038,Retention / Email / RET_038,Retention,Email,2024-07-11,2026-02-15,Пользователи с риском оттока,10,0,0.0,163.92
RET_038,Retention / In-App / RET_038,Retention,In-App,2025-03-10,2026-03-13,Пользователи с риском оттока,11,0,0.0,194.44
RET_039,Retention / Email / RET_039,Retention,Email,2024-10-30,2026-03-10,Пользователи с риском оттока,9,0,0.0,138.19
RET_039,Retention / In-App / RET_039,Retention,In-App,2024-07-20,2026-03-16,Пользователи с риском оттока,13,1,0.0769,208.9
RET_039,Retention / Push / RET_039,Retention,Push,2024-09-01,2026-03-27,Пользователи с риском оттока,16,0,0.0,300.52
RET_039,Retention / Retargeting / RET_039,Retention,Retargeting,2024-07-22,2026-01-11,Пользователи с риском оттока,7,1,0.1429,132.24
RET_039,Retention / SMS / RET_039,Retention,SMS,2024-11-09,2026-01-19,Пользователи с риском оттока,6,0,0.0,79.92
SER_001,Service / Email / SER_001,Service,Email,2025-02-20,2026-03-08,Смешанный сегмент,5,0,0.0,90.29
SER_001,Service / In-App / SER_001,Service,In-App,2025-09-21,2026-03-26,Смешанный сегмент,6,0,0.0,103.81
SER_001,Service / Push / SER_001,Service,Push,2024-09-18,2026-03-25,Смешанный сегмент,13,1,0.0769,201.47
SER_001,Service / Retargeting / SER_001,Service,Retargeting,2025-05-04,2026-01-01,Смешанный сегмент,3,0,0.0,39.48
SER_001,Service / SMS / SER_001,Service,SMS,2025-02-24,2026-03-30,Смешанный сегмент,4,0,0.0,67.8
SER_002,Service / Email / SER_002,Service,Email,2024-07-05,2026-02-08,Смешанный сегмент,5,0,0.0,52.26
SER_002,Service / Push / SER_002,Service,Push,2024-05-14,2026-02-15,Смешанный сегмент,6,1,0.1667,80.86
SER_002,Service / Retargeting / SER_002,Service,Retargeting,2024-11-27,2024-11-27,Смешанный сегмент,1,0,0.0,29.17
SER_002,Service / SMS / SER_002,Service,SMS,2025-03-08,2026-02-09,Смешанный сегмент,3,0,0.0,35.91
SER_003,Service / SMS / SER_003,Service,SMS,2025-03-27,2026-02-21,Смешанный сегмент,7,0,0.0,132.92
SER_003,Service / Push / SER_003,Service,Push,2024-12-08,2026-03-15,Смешанный сегмент,6,0,0.0,105.52
SER_003,Service / Retargeting / SER_003,Service,Retargeting,2024-06-30,2025-09-14,Смешанный сегмент,4,0,0.0,84.19
SER_003,Service / Email / SER_003,Service,Email,2026-02-13,2026-03-28,Смешанный сегмент,2,0,0.0,38.48
SER_003,Service / In-App / SER_003,Service,In-App,2025-01-19,2026-03-06,Смешанный сегмент,3,0,0.0,64.67
SER_004,Service / Email / SER_004,Service,Email,2025-01-20,2026-03-27,Смешанный сегмент,4,0,0.0,75.05
SER_004,Service / In-App / SER_004,Service,In-App,2024-11-17,2025-10-18,Смешанный сегмент,6,0,0.0,110.64
SER_004,Service / Push / SER_004,Service,Push,2024-09-27,2026-03-24,Смешанный сегмент,8,1,0.125,79.52
SER_004,Service / Retargeting / SER_004,Service,Retargeting,2025-11-16,2026-03-28,Смешанный сегмент,4,1,0.25,71.87
SER_004,Service / SMS / SER_004,Service,SMS,2025-03-10,2026-02-28,Смешанный сегмент,5,0,0.0,91.25
SER_005,Service / Push / SER_005,Service,Push,2024-07-29,2026-03-23,Смешанный сегмент,11,0,0.0,137.88
SER_005,Service / SMS / SER_005,Service,SMS,2025-02-06,2026-02-23,Смешанный сегмент,3,0,0.0,60.59
SER_005,Service / Retargeting / SER_005,Service,Retargeting,2025-05-23,2025-09-16,Смешанный сегмент,3,0,0.0,59.15
SER_005,Service / In-App / SER_005,Service,In-App,2024-09-30,2026-02-10,Смешанный сегмент,5,0,0.0,82.52
SER_005,Service / Email / SER_005,Service,Email,2025-09-27,2026-03-13,Смешанный сегмент,5,0,0.0,77.3
SER_006,Service / Email / SER_006,Service,Email,2025-05-09,2026-03-22,Смешанный сегмент,8,0,0.0,133.74
SER_006,Service / In-App / SER_006,Service,In-App,2025-11-08,2025-12-14,Смешанный сегмент,2,0,0.0,41.02
SER_006,Service / Push / SER_006,Service,Push,2024-12-22,2026-03-21,Смешанный сегмент,9,0,0.0,192.99
SER_006,Service / Retargeting / SER_006,Service,Retargeting,2024-11-15,2026-01-02,Смешанный сегмент,3,1,0.3333,46.0
SER_006,Service / SMS / SER_006,Service,SMS,2025-02-23,2026-02-23,Смешанный сегмент,3,0,0.0,66.72
SER_007,Service / SMS / SER_007,Service,SMS,2025-06-28,2025-06-28,Смешанный сегмент,1,0,0.0,28.15
SER_007,Service / Retargeting / SER_007,Service,Retargeting,2026-01-24,2026-03-30,Смешанный сегмент,2,0,0.0,32.24
SER_007,Service / In-App / SER_007,Service,In-App,2024-10-10,2026-03-03,Смешанный сегмент,6,1,0.1667,107.83
SER_007,Service / Email / SER_007,Service,Email,2025-07-13,2026-02-03,Смешанный сегмент,4,0,0.0,59.82
SER_007,Service / Push / SER_007,Service,Push,2024-10-10,2026-03-16,Смешанный сегмент,7,1,0.1429,132.9
SER_008,Service / Email / SER_008,Service,Email,2024-12-30,2026-03-22,Смешанный сегмент,4,0,0.0,51.26
SER_008,Service / In-App / SER_008,Service,In-App,2025-09-01,2026-03-17,Смешанный сегмент,2,0,0.0,49.58
SER_008,Service / Push / SER_008,Service,Push,2024-03-07,2026-03-05,Смешанный сегмент,14,0,0.0,188.21
SER_008,Service / Retargeting / SER_008,Service,Retargeting,2025-03-17,2026-03-01,Смешанный сегмент,2,1,0.5,54.73
SER_008,Service / SMS / SER_008,Service,SMS,2026-02-17,2026-03-29,Смешанный сегмент,3,0,0.0,45.89
SER_009,Service / Email / SER_009,Service,Email,2024-08-23,2026-01-31,Смешанный сегмент,2,0,0.0,14.46
SER_009,Service / In-App / SER_009,Service,In-App,2024-07-18,2026-03-29,Смешанный сегмент,8,0,0.0,84.07
SER_009,Service / Push / SER_009,Service,Push,2025-04-01,2026-03-12,Смешанный сегмент,7,1,0.1429,123.34
SER_009,Service / Retargeting / SER_009,Service,Retargeting,2024-11-15,2026-03-24,Смешанный сегмент,6,0,0.0,154.18
SER_009,Service / SMS / SER_009,Service,SMS,2024-10-27,2026-03-26,Смешанный сегмент,3,0,0.0,44.11
SER_010,Service / SMS / SER_010,Service,SMS,2024-07-21,2026-03-18,Смешанный сегмент,5,1,0.2,60.12
SER_010,Service / Push / SER_010,Service,Push,2024-10-09,2026-02-13,Смешанный сегмент,7,0,0.0,123.23
SER_010,Service / Retargeting / SER_010,Service,Retargeting,2024-05-08,2025-12-20,Смешанный сегмент,4,0,0.0,81.21
SER_010,Service / Email / SER_010,Service,Email,2025-05-26,2026-01-29,Смешанный сегмент,6,0,0.0,88.0
SER_010,Service / In-App / SER_010,Service,In-App,2025-01-03,2026-03-28,Смешанный сегмент,6,0,0.0,112.84
SER_011,Service / Email / SER_011,Service,Email,2025-03-30,2026-01-11,Смешанный сегмент,5,1,0.2,98.4
SER_011,Service / In-App / SER_011,Service,In-App,2024-11-20,2026-03-08,Смешанный сегмент,5,0,0.0,101.67
SER_011,Service / Push / SER_011,Service,Push,2024-08-23,2026-02-18,Смешанный сегмент,12,0,0.0,190.15
SER_011,Service / Retargeting / SER_011,Service,Retargeting,2025-07-29,2026-03-13,Смешанный сегмент,5,1,0.2,83.54
SER_011,Service / SMS / SER_011,Service,SMS,2026-03-20,2026-03-20,Смешанный сегмент,1,0,0.0,31.38
SER_012,Service / In-App / SER_012,Service,In-App,2024-10-06,2026-03-17,Смешанный сегмент,4,0,0.0,66.77
