touch_id,user_id,touch_ts,touch_channel,campaign_id,campaign_type,offer_type,opened_flag,clicked_flag,converted_within_7d_flag,converted_trip_id,treatment_group_demo,touch_cost
M0004073,U00683,2025-06-03T00:00:00,In-App,WEL_038,Welcome,Без оффера,True,False,False,,treatment_a,9.7
M0004074,U00684,2026-02-17T00:00:00,Push,REA_032,Reactivation,Без оффера,False,False,False,,treatment_b,26.49
M0004075,U00684,2026-02-23T00:00:00,Push,RET_013,Retention,5% скидка,True,True,False,,control,31.77
M0004076,U00684,2026-02-18T00:00:00,Retargeting,WEL_016,Welcome,5% скидка,False,False,False,,treatment_b,25.74
M0004077,U00685,2025-11-08T00:00:00,In-App,DIS_016,Discount,5% скидка,False,False,False,,treatment_a,18.98
M0004078,U00685,2026-01-19T00:00:00,Push,WEL_009,Welcome,Без оффера,True,False,False,,treatment_a,10.47
M0004079,U00685,2026-02-24T00:00:00,SMS,WEL_018,Welcome,Без оффера,False,False,False,,treatment_a,3.47
M0004080,U00685,2025-03-18T00:00:00,Push,REA_010,Reactivation,5% скидка,True,False,False,,treatment_a,29.22
M0004081,U00685,2025-06-22T00:00:00,In-App,DIS_036,Discount,Без оффера,True,True,False,,treatment_b,29.69
M0004082,U00685,2025-02-23T00:00:00,Push,WEL_036,Welcome,Пробный Ride Pass,False,False,False,,treatment_a,8.75
M0004083,U00685,2025-11-24T00:00:00,In-App,SUB_033,Subscription,20% скидка,True,False,False,,treatment_b,19.46
M0004084,U00685,2025-02-27T00:00:00,Email,WEL_033,Welcome,10% скидка,True,False,False,,treatment_b,15.18
M0004085,U00685,2025-06-26T00:00:00,SMS,REA_039,Reactivation,5% скидка,False,False,False,,treatment_a,14.64
M0004086,U00685,2026-02-04T00:00:00,Retargeting,WEL_001,Welcome,15% скидка,False,False,False,,treatment_a,3.09
M0004087,U00685,2026-01-03T00:00:00,SMS,SUB_019,Subscription,10% скидка,False,False,False,,treatment_b,30.68
M0004088,U00685,2025-11-20T00:00:00,Push,DIS_007,Discount,15% скидка,True,False,False,,treatment_b,12.9
M0004089,U00686,2026-03-09T00:00:00,In-App,REA_026,Reactivation,10% скидка,False,False,False,,control,8.83
M0004090,U00686,2026-02-27T00:00:00,Email,RET_025,Retention,Без оффера,False,False,False,,treatment_a,29.53
M0004091,U00686,2026-03-05T00:00:00,Push,REA_019,Reactivation,5% скидка,True,False,False,,treatment_a,10.8
M0004092,U00687,2026-03-22T00:00:00,In-App,REA_001,Reactivation,20% скидка,True,False,False,,treatment_b,7.43
M0004093,U00687,2025-06-08T00:00:00,Push,DIS_018,Discount,15% скидка,False,False,False,,treatment_b,20.44
M0004094,U00687,2024-10-01T00:00:00,SMS,RET_014,Retention,Пробный Ride Pass,True,False,False,,treatment_a,31.8
M0004095,U00687,2024-09-27T00:00:00,Push,DIS_006,Discount,5% скидка,True,True,False,,treatment_b,15.46
M0004096,U00687,2024-12-22T00:00:00,Push,REA_018,Reactivation,10% скидка,False,False,False,,treatment_a,28.09
M0004097,U00687,2025-10-10T00:00:00,Email,REA_024,Reactivation,10% скидка,False,False,False,,treatment_b,10.03
M0004098,U00688,2026-03-16T00:00:00,Push,SER_007,Service,5% скидка,True,True,False,,treatment_b,18.15
M0004099,U00688,2025-07-20T00:00:00,Push,SER_027,Service,Без оффера,False,False,False,,treatment_a,26.18
M0004100,U00688,2026-01-16T00:00:00,Retargeting,WEL_008,Welcome,Без оффера,False,False,False,,treatment_b,8.01
M0004101,U00688,2025-08-31T00:00:00,In-App,WEL_013,Welcome,10% скидка,False,False,False,,treatment_b,30.17
M0004102,U00689,2024-10-29T00:00:00,Retargeting,RET_035,Retention,Без оффера,False,False,False,,treatment_a,18.27
M0004103,U00689,2024-09-14T00:00:00,Email,RET_026,Retention,5% скидка,False,False,False,,treatment_b,18.85
M0004104,U00689,2024-10-19T00:00:00,Push,RET_036,Retention,10% скидка,True,True,False,,treatment_a,11.77
M0004105,U00690,2025-11-18T00:00:00,Push,SER_021,Service,10% скидка,False,False,False,,treatment_a,18.17
M0004106,U00690,2025-12-14T00:00:00,SMS,SUB_028,Subscription,Без оффера,True,False,False,,treatment_b,2.92
M0004107,U00690,2025-11-09T00:00:00,Push,RET_032,Retention,15% скидка,False,False,False,,control,24.23
M0004108,U00691,2024-07-16T00:00:00,Retargeting,SUB_025,Subscription,Пробный Ride Pass,False,False,False,,treatment_a,16.67
M0004109,U00691,2025-03-23T00:00:00,Push,SER_037,Service,Без оффера,False,False,False,,treatment_b,20.21
M0004110,U00691,2026-03-19T00:00:00,Push,SUB_038,Subscription,5% скидка,False,False,False,,treatment_b,13.84
M0004111,U00691,2025-01-07T00:00:00,In-App,RET_029,Retention,20% скидка,True,True,False,,treatment_a,16.45
M0004112,U00691,2025-05-25T00:00:00,Push,DIS_032,Discount,15% скидка,False,False,False,,treatment_a,0.95
M0004113,U00691,2024-12-01T00:00:00,Push,REA_001,Reactivation,10% скидка,True,False,False,,control,24.84
M0004114,U00691,2024-09-18T00:00:00,SMS,RET_008,Retention,5% скидка,False,False,False,,treatment_a,24.12
M0004115,U00691,2025-10-16T00:00:00,Retargeting,REA_013,Reactivation,5% скидка,False,False,False,,control,23.97
M0004116,U00691,2025-04-07T00:00:00,Email,WEL_002,Welcome,5% скидка,True,True,False,,treatment_a,15.72
M0004117,U00691,2024-07-22T00:00:00,Email,DIS_020,Discount,Без оффера,False,False,False,,treatment_b,22.59
M0004118,U00691,2025-04-10T00:00:00,Email,REA_020,Reactivation,10% скидка,False,False,False,,treatment_a,18.24
M0004119,U00691,2025-03-31T00:00:00,Push,REA_015,Reactivation,10% скидка,False,False,False,,treatment_a,5.11
M0004120,U00692,2026-02-02T00:00:00,Email,WEL_039,Welcome,Без оффера,False,False,False,,control,17.67
M0004121,U00692,2026-02-03T00:00:00,SMS,RET_029,Retention,Без оффера,True,False,False,,treatment_b,20.06
M0004122,U00692,2026-01-23T00:00:00,In-App,SUB_032,Subscription,Без оффера,False,False,False,,treatment_a,19.38
M0004123,U00692,2025-05-21T00:00:00,In-App,RET_001,Retention,Без оффера,False,False,False,,treatment_b,18.32
M0004124,U00692,2026-02-12T00:00:00,Retargeting,RET_038,Retention,Без оффера,False,False,False,,treatment_a,22.76
M0004125,U00692,2026-02-10T00:00:00,Retargeting,SUB_036,Subscription,Без оффера,True,False,False,,treatment_b,10.39
M0004126,U00692,2026-01-06T00:00:00,Email,RET_029,Retention,5% скидка,True,True,False,,treatment_a,13.33
M0004127,U00692,2025-08-08T00:00:00,In-App,RET_017,Retention,15% скидка,True,False,False,,control,16.61
M0004128,U00692,2025-10-03T00:00:00,SMS,RET_032,Retention,5% скидка,False,False,False,,treatment_a,2.15
M0004129,U00692,2026-01-12T00:00:00,Email,REA_027,Reactivation,15% скидка,False,False,False,,treatment_a,12.66
M0004130,U00693,2025-08-30T00:00:00,Email,DIS_001,Discount,5% скидка,False,False,False,,treatment_b,2.07
M0004131,U00693,2024-09-28T00:00:00,Push,DIS_023,Discount,5% скидка,True,False,False,,treatment_a,21.97
M0004132,U00693,2026-03-09T00:00:00,In-App,RET_025,Retention,10% скидка,False,False,False,,treatment_a,14.2
M0004133,U00693,2025-12-28T00:00:00,Push,REA_002,Reactivation,5% скидка,False,False,False,,control,7.35
M0004134,U00693,2025-06-26T00:00:00,Push,SUB_030,Subscription,10% скидка,False,False,False,,treatment_a,26.43
M0004135,U00693,2025-09-22T00:00:00,Email,DIS_010,Discount,5% скидка,False,False,False,,control,6.74
M0004136,U00693,2025-03-04T00:00:00,Email,WEL_001,Welcome,5% скидка,False,False,False,,treatment_a,14.86
M0004137,U00693,2024-09-13T00:00:00,Retargeting,REA_023,Reactivation,10% скидка,True,False,False,,treatment_a,20.31
M0004138,U00694,2026-02-28T00:00:00,Retargeting,REA_020,Reactivation,10% скидка,False,False,True,T0007557,treatment_b,1.78
M0004139,U00694,2026-01-24T00:00:00,Push,RET_003,Retention,Пробный Ride Pass,False,False,False,,treatment_b,3.53
M0004140,U00694,2026-03-13T00:00:00,Email,WEL_023,Welcome,10% скидка,False,False,True,T0007560,treatment_a,17.67
M0004141,U00694,2026-03-01T00:00:00,Retargeting,RET_024,Retention,15% скидка,False,False,False,,control,9.92
M0004142,U00694,2026-02-07T00:00:00,SMS,RET_018,Retention,5% скидка,False,False,False,,control,29.65
M0004143,U00695,2026-03-04T00:00:00,Retargeting,DIS_006,Discount,Без оффера,True,False,False,,treatment_a,8.43
M0004144,U00695,2025-12-02T00:00:00,SMS,SUB_015,Subscription,5% скидка,False,False,False,,treatment_a,23.11
M0004145,U00695,2024-07-31T00:00:00,Push,SER_023,Service,5% скидка,False,False,False,,treatment_b,23.37
M0004146,U00695,2025-08-29T00:00:00,Email,REA_039,Reactivation,5% скидка,False,False,False,,treatment_a,5.4
M0004147,U00695,2025-04-17T00:00:00,Push,DIS_015,Discount,10% скидка,False,False,False,,control,24.46
M0004148,U00696,2025-08-31T00:00:00,Push,DIS_039,Discount,10% скидка,True,False,False,,treatment_b,17.08
M0004149,U00696,2025-02-25T00:00:00,Push,RET_032,Retention,20% скидка,False,False,False,,treatment_a,23.5
M0004150,U00696,2026-02-03T00:00:00,In-App,REA_010,Reactivation,Без оффера,True,False,False,,treatment_a,31.22
M0004151,U00696,2025-09-29T00:00:00,SMS,RET_002,Retention,15% скидка,False,False,False,,control,16.84
M0004152,U00696,2025-12-26T00:00:00,Push,DIS_008,Discount,15% скидка,True,False,False,,treatment_b,1.8
M0004153,U00696,2025-06-21T00:00:00,In-App,REA_006,Reactivation,5% скидка,False,False,False,,treatment_a,24.17
M0004154,U00696,2026-02-22T00:00:00,In-App,DIS_037,Discount,Пробный Ride Pass,True,True,False,,treatment_a,11.17
M0004155,U00696,2026-03-12T00:00:00,Email,RET_025,Retention,20% скидка,False,False,False,,treatment_a,7.43
M0004156,U00696,2025-08-20T00:00:00,Email,SUB_036,Subscription,20% скидка,True,True,False,,treatment_b,10.04
M0004157,U00697,2025-11-17T00:00:00,In-App,REA_028,Reactivation,Без оффера,True,True,False,,treatment_b,10.46
M0004158,U00697,2025-08-04T00:00:00,Email,WEL_029,Welcome,5% скидка,False,False,False,,control,0.94
M0004159,U00697,2025-10-15T00:00:00,Push,RET_010,Retention,20% скидка,False,False,False,,treatment_a,0.81
M0004160,U00697,2025-04-20T00:00:00,Email,SER_001,Service,15% скидка,False,False,False,,control,2.99
M0004161,U00697,2025-12-26T00:00:00,In-App,REA_036,Reactivation,10% скидка,False,False,False,,treatment_b,18.19
M0004162,U00697,2025-05-08T00:00:00,Push,REA_006,Reactivation,15% скидка,True,False,False,,treatment_a,22.29
M0004163,U00697,2026-02-10T00:00:00,In-App,REA_002,Reactivation,10% скидка,True,True,False,,treatment_b,4.27
M0004164,U00697,2025-03-19T00:00:00,Push,REA_037,Reactivation,20% скидка,False,False,False,,treatment_a,8.53
M0004165,U00697,2025-08-22T00:00:00,In-App,SUB_012,Subscription,Без оффера,True,False,False,,control,28.65
M0004166,U00697,2025-03-07T00:00:00,Email,DIS_027,Discount,Без оффера,False,False,False,,treatment_b,20.94
M0004167,U00697,2025-04-18T00:00:00,In-App,REA_002,Reactivation,20% скидка,False,False,False,,control,5.78
M0004168,U00698,2025-12-29T00:00:00,Push,DIS_039,Discount,15% скидка,False,False,False,,treatment_a,27.78
M0004169,U00698,2026-01-01T00:00:00,Retargeting,DIS_029,Discount,Без оффера,False,False,False,,treatment_b,20.12
M0004170,U00698,2026-01-20T00:00:00,Push,REA_035,Reactivation,10% скидка,True,False,False,,treatment_a,19.74
M0004171,U00698,2026-01-05T00:00:00,Push,RET_001,Retention,Без оффера,False,False,False,,treatment_b,10.95
M0004172,U00698,2026-02-16T00:00:00,Push,WEL_003,Welcome,Пробный Ride Pass,False,False,False,,treatment_a,31.96
M0004173,U00698,2026-01-30T00:00:00,Push,DIS_003,Discount,10% скидка,True,False,False,,treatment_a,22.22
M0004174,U00698,2026-03-28T00:00:00,Retargeting,RET_034,Retention,10% скидка,False,False,False,,treatment_a,4.64
M0004175,U00699,2026-01-20T00:00:00,In-App,RET_037,Retention,10% скидка,True,False,False,,treatment_a,16.08
M0004176,U00699,2026-01-08T00:00:00,Email,WEL_029,Welcome,10% скидка,False,False,False,,control,12.03
M0004177,U00699,2026-03-13T00:00:00,In-App,RET_004,Retention,5% скидка,False,False,False,,treatment_a,6.03
M0004178,U00699,2026-03-24T00:00:00,Push,REA_011,Reactivation,10% скидка,True,True,False,,treatment_a,8.62
M0004179,U00700,2025-09-17T00:00:00,In-App,SUB_025,Subscription,15% скидка,True,False,False,,treatment_a,8.64
M0004180,U00700,2026-03-15T00:00:00,Email,WEL_013,Welcome,15% скидка,False,False,False,,treatment_b,12.58
M0004181,U00700,2025-06-07T00:00:00,Email,SER_032,Service,Пробный Ride Pass,False,False,False,,treatment_b,13.45
M0004182,U00700,2025-11-01T00:00:00,Push,DIS_038,Discount,10% скидка,False,False,False,,control,22.08
M0004183,U00700,2026-01-11T00:00:00,Retargeting,REA_037,Reactivation,10% скидка,False,False,False,,control,21.08
M0004184,U00701,2026-02-14T00:00:00,In-App,DIS_020,Discount,5% скидка,True,True,False,,treatment_a,13.63
M0004185,U00701,2025-10-11T00:00:00,Retargeting,WEL_015,Welcome,20% скидка,False,False,False,,treatment_b,4.46
M0004186,U00701,2025-09-07T00:00:00,Email,REA_009,Reactivation,5% скидка,False,False,False,,treatment_a,1.38
M0004187,U00701,2026-02-17T00:00:00,Push,SUB_035,Subscription,Без оффера,False,False,False,,treatment_a,11.26
M0004188,U00702,2024-11-18T00:00:00,Push,SUB_029,Subscription,10% скидка,False,False,False,,treatment_b,30.89
M0004189,U00702,2025-05-15T00:00:00,In-App,DIS_001,Discount,5% скидка,False,False,False,,control,28.94
M0004190,U00703,2026-03-18T00:00:00,Push,DIS_019,Discount,5% скидка,False,False,False,,control,3.99
M0004191,U00703,2026-01-01T00:00:00,Retargeting,DIS_027,Discount,15% скидка,False,False,False,,treatment_b,30.93
M0004192,U00703,2026-02-24T00:00:00,Email,DIS_037,Discount,20% скидка,True,True,True,T0007632,control,9.56
M0004193,U00704,2026-01-26T00:00:00,Retargeting,SER_004,Service,Без оффера,False,False,True,T0007639,treatment_a,10.86
M0004194,U00704,2026-01-12T00:00:00,Retargeting,DIS_015,Discount,20% скидка,False,False,False,,treatment_a,31.26
M0004195,U00704,2026-02-06T00:00:00,Email,RET_031,Retention,Без оффера,False,False,True,T0007642,control,19.9
M0004196,U00705,2026-03-26T00:00:00,In-App,REA_003,Reactivation,15% скидка,False,False,False,,treatment_a,10.63
M0004197,U00705,2026-03-27T00:00:00,Retargeting,RET_032,Retention,20% скидка,False,False,False,,treatment_a,26.62
M0004198,U00705,2026-03-30T00:00:00,Email,WEL_003,Welcome,10% скидка,False,False,False,,treatment_a,9.87
M0004199,U00705,2026-03-25T00:00:00,Email,DIS_014,Discount,10% скидка,False,False,False,,control,21.63
M0004200,U00705,2026-03-29T00:00:00,Push,REA_004,Reactivation,5% скидка,True,True,False,,control,5.38
M0004201,U00705,2026-03-26T00:00:00,Push,DIS_014,Discount,Без оффера,False,False,False,,treatment_b,29.21
M0004202,U00705,2026-03-27T00:00:00,Email,SER_023,Service,Пробный Ride Pass,False,False,False,,treatment_a,14.69
M0004203,U00705,2026-03-30T00:00:00,SMS,RET_023,Retention,5% скидка,False,False,False,,treatment_b,3.97
M0004204,U00705,2026-03-27T00:00:00,Push,DIS_005,Discount,5% скидка,True,False,False,,treatment_a,8.62
M0004205,U00706,2026-03-21T00:00:00,SMS,SER_020,Service,10% скидка,False,False,False,,treatment_a,8.11
M0004206,U00706,2026-02-26T00:00:00,Push,DIS_023,Discount,5% скидка,True,True,False,,treatment_a,19.9
M0004207,U00706,2026-03-08T00:00:00,Email,DIS_027,Discount,20% скидка,False,False,False,,treatment_a,17.96
M0004208,U00706,2026-03-20T00:00:00,Email,DIS_007,Discount,Без оффера,False,False,False,,treatment_a,27.92
M0004209,U00706,2026-02-22T00:00:00,In-App,REA_014,Reactivation,Без оффера,False,False,False,,treatment_a,29.28
M0004210,U00706,2026-03-01T00:00:00,Retargeting,SER_008,Service,5% скидка,False,False,True,T0007647,treatment_a,30.26
M0004211,U00706,2026-02-17T00:00:00,Push,RET_025,Retention,Без оффера,False,False,False,,treatment_b,21.13
M0004212,U00707,2026-02-26T00:00:00,Email,RET_017,Retention,10% скидка,False,False,False,,treatment_a,4.5
M0004213,U00707,2026-03-28T00:00:00,Push,SUB_024,Subscription,Без оффера,True,False,False,,treatment_b,1.34
M0004214,U00707,2026-01-19T00:00:00,Push,RET_010,Retention,Пробный Ride Pass,True,False,False,,treatment_a,15.13
M0004215,U00708,2025-02-25T00:00:00,Email,REA_011,Reactivation,15% скидка,True,False,False,,treatment_a,5.28
M0004216,U00708,2025-03-12T00:00:00,Push,SUB_035,Subscription,Без оффера,False,False,False,,treatment_a,11.59
M0004217,U00708,2025-06-13T00:00:00,Retargeting,RET_001,Retention,15% скидка,True,False,False,,treatment_a,14.81
M0004218,U00708,2025-03-26T00:00:00,Push,SUB_019,Subscription,Без оффера,False,False,False,,treatment_b,24.57
M0004219,U00708,2025-08-22T00:00:00,SMS,REA_002,Reactivation,Без оффера,True,False,False,,treatment_a,13.82
M0004220,U00708,2026-01-01T00:00:00,Push,SUB_015,Subscription,15% скидка,True,True,False,,treatment_a,15.89
M0004221,U00708,2026-01-22T00:00:00,Push,WEL_026,Welcome,20% скидка,False,False,False,,treatment_a,12.84
M0004222,U00709,2025-09-08T00:00:00,SMS,RET_036,Retention,5% скидка,False,False,False,,control,21.91
M0004223,U00709,2025-11-22T00:00:00,Email,DIS_035,Discount,15% скидка,False,False,False,,treatment_b,4.84
M0004224,U00709,2025-09-08T00:00:00,In-App,REA_029,Reactivation,15% скидка,False,False,False,,control,26.63
M0004225,U00710,2025-08-20T00:00:00,Push,DIS_003,Discount,15% скидка,False,False,False,,treatment_a,11.27
M0004226,U00710,2025-09-21T00:00:00,Email,DIS_028,Discount,15% скидка,True,False,False,,treatment_a,25.69
M0004227,U00710,2025-05-15T00:00:00,Push,REA_010,Reactivation,15% скидка,True,True,False,,treatment_a,16.77
M0004228,U00710,2025-12-22T00:00:00,Push,DIS_029,Discount,15% скидка,False,False,False,,treatment_a,25.06
M0004229,U00711,2025-12-08T00:00:00,Retargeting,RET_024,Retention,10% скидка,False,False,False,,treatment_a,19.68
M0004230,U00711,2026-02-19T00:00:00,In-App,DIS_031,Discount,Без оффера,False,False,False,,treatment_a,8.17
M0004231,U00711,2025-12-28T00:00:00,Push,RET_028,Retention,Без оффера,True,False,False,,treatment_b,27.66
M0004232,U00711,2025-11-05T00:00:00,SMS,WEL_023,Welcome,10% скидка,True,False,False,,treatment_a,18.0
M0004233,U00711,2026-01-14T00:00:00,Email,RET_006,Retention,5% скидка,False,False,False,,treatment_a,2.67
M0004234,U00711,2026-03-31T00:00:00,Push,RET_029,Retention,Без оффера,False,False,False,,treatment_b,31.0
M0004235,U00711,2025-11-30T00:00:00,SMS,REA_012,Reactivation,15% скидка,False,False,False,,treatment_a,14.3
M0004236,U00712,2026-03-23T00:00:00,SMS,REA_003,Reactivation,20% скидка,True,True,False,,control,9.8
M0004237,U00712,2025-11-01T00:00:00,Push,REA_024,Reactivation,15% скидка,False,False,False,,control,9.52
M0004238,U00712,2025-11-04T00:00:00,Push,RET_032,Retention,Пробный Ride Pass,False,False,False,,treatment_a,22.79
M0004239,U00712,2025-11-24T00:00:00,Push,DIS_039,Discount,5% скидка,True,False,False,,treatment_a,14.76
M0004240,U00713,2026-03-11T00:00:00,In-App,REA_037,Reactivation,Пробный Ride Pass,True,True,False,,treatment_a,2.02
M0004241,U00713,2026-03-19T00:00:00,In-App,RET_034,Retention,Без оффера,False,False,False,,treatment_a,22.9
M0004242,U00713,2026-03-23T00:00:00,Push,RET_037,Retention,10% скидка,False,False,False,,treatment_a,19.57
M0004243,U00713,2026-03-09T00:00:00,In-App,DIS_023,Discount,20% скидка,False,False,False,,treatment_a,1.29
M0004244,U00713,2026-03-31T00:00:00,Retargeting,REA_022,Reactivation,Без оффера,True,False,False,,treatment_a,2.84
M0004245,U00714,2026-03-25T00:00:00,Retargeting,RET_037,Retention,10% скидка,False,False,False,,control,22.12
M0004246,U00714,2025-10-25T00:00:00,Email,RET_027,Retention,5% скидка,True,True,False,,treatment_a,1.02
M0004247,U00714,2025-02-02T00:00:00,In-App,WEL_026,Welcome,10% скидка,False,False,False,,treatment_a,15.35
M0004248,U00714,2025-09-06T00:00:00,Email,WEL_036,Welcome,5% скидка,False,False,False,,treatment_b,17.07
M0004249,U00714,2025-09-28T00:00:00,Push,REA_023,Reactivation,Без оффера,False,False,False,,treatment_a,7.13
M0004250,U00714,2025-09-05T00:00:00,SMS,RET_020,Retention,5% скидка,False,False,False,,treatment_a,28.67
M0004251,U00715,2025-10-09T00:00:00,In-App,RET_031,Retention,10% скидка,False,False,False,,treatment_a,30.05
M0004252,U00715,2026-01-28T00:00:00,Email,REA_028,Reactivation,20% скидка,True,False,False,,treatment_b,9.94
M0004253,U00715,2025-08-25T00:00:00,In-App,SER_017,Service,5% скидка,True,False,False,,treatment_a,20.02
M0004254,U00715,2025-12-30T00:00:00,In-App,SUB_036,Subscription,Без оффера,True,False,False,,treatment_a,21.26
M0004255,U00715,2026-01-31T00:00:00,Push,DIS_012,Discount,20% скидка,True,True,False,,treatment_a,5.16
M0004256,U00715,2025-08-29T00:00:00,Push,DIS_033,Discount,15% скидка,True,True,False,,treatment_a,23.3
M0004257,U00715,2026-03-10T00:00:00,Push,DIS_011,Discount,10% скидка,False,False,False,,treatment_a,3.9
M0004258,U00715,2026-01-06T00:00:00,Retargeting,WEL_037,Welcome,5% скидка,True,False,False,,treatment_a,5.82
M0004259,U00715,2025-10-19T00:00:00,Push,RET_021,Retention,15% скидка,True,True,False,,treatment_a,31.77
M0004260,U00715,2026-02-05T00:00:00,In-App,REA_019,Reactivation,10% скидка,True,False,False,,treatment_b,3.64
M0004261,U00716,2025-06-14T00:00:00,Push,DIS_005,Discount,5% скидка,False,False,False,,treatment_b,22.32
M0004262,U00716,2026-03-22T00:00:00,Push,RET_005,Retention,5% скидка,True,True,False,,treatment_a,19.59
M0004263,U00716,2025-02-23T00:00:00,Email,SUB_034,Subscription,5% скидка,True,True,False,,treatment_b,22.58
M0004264,U00716,2025-03-05T00:00:00,Push,WEL_023,Welcome,Пробный Ride Pass,True,False,False,,treatment_a,12.54
M0004265,U00716,2026-01-28T00:00:00,Push,WEL_039,Welcome,10% скидка,True,False,False,,control,25.78
M0004266,U00717,2025-01-06T00:00:00,Push,REA_039,Reactivation,10% скидка,False,False,False,,treatment_a,25.13
M0004267,U00717,2025-01-12T00:00:00,Push,SER_038,Service,10% скидка,False,False,False,,treatment_a,9.95
M0004268,U00717,2025-02-12T00:00:00,Retargeting,RET_006,Retention,Пробный Ride Pass,False,False,False,,treatment_a,8.22
M0004269,U00717,2025-10-24T00:00:00,Retargeting,RET_014,Retention,15% скидка,True,True,False,,treatment_a,19.18
M0004270,U00717,2025-08-29T00:00:00,SMS,SUB_032,Subscription,5% скидка,False,False,False,,treatment_b,2.15
M0004271,U00717,2025-05-18T00:00:00,Retargeting,WEL_006,Welcome,10% скидка,False,False,False,,treatment_a,31.21
M0004272,U00717,2024-12-06T00:00:00,Push,SUB_002,Subscription,5% скидка,True,False,False,,treatment_a,25.83
M0004273,U00718,2025-10-12T00:00:00,Push,SUB_013,Subscription,5% скидка,True,False,False,,treatment_b,30.55
M0004274,U00718,2025-05-30T00:00:00,Retargeting,REA_009,Reactivation,Пробный Ride Pass,False,False,False,,control,20.96
M0004275,U00718,2025-10-21T00:00:00,Push,WEL_031,Welcome,10% скидка,False,False,False,,treatment_b,27.44
M0004276,U00718,2025-06-23T00:00:00,SMS,DIS_003,Discount,5% скидка,False,False,False,,treatment_b,8.49
M0004277,U00718,2025-05-29T00:00:00,Email,REA_035,Reactivation,10% скидка,True,False,False,,treatment_a,23.93
M0004278,U00718,2025-08-09T00:00:00,Push,DIS_003,Discount,20% скидка,True,False,False,,treatment_b,24.29
M0004279,U00718,2025-05-25T00:00:00,SMS,WEL_024,Welcome,15% скидка,True,True,False,,treatment_a,19.35
M0004280,U00719,2025-01-18T00:00:00,Retargeting,RET_025,Retention,20% скидка,False,False,False,,treatment_a,28.82
M0004281,U00719,2025-02-17T00:00:00,Push,SER_023,Service,10% скидка,True,False,False,,treatment_a,16.22
M0004282,U00719,2025-01-24T00:00:00,SMS,DIS_020,Discount,Без оффера,True,False,False,,control,16.32
M0004283,U00719,2025-07-29T00:00:00,Retargeting,SER_011,Service,Пробный Ride Pass,False,False,False,,treatment_a,22.39
M0004284,U00720,2025-02-01T00:00:00,Push,WEL_034,Welcome,Без оффера,False,False,False,,treatment_a,12.66
M0004285,U00720,2025-06-24T00:00:00,Push,DIS_013,Discount,15% скидка,True,False,False,,treatment_a,25.03
M0004286,U00721,2026-01-31T00:00:00,In-App,RET_009,Retention,10% скидка,False,False,False,,control,4.03
M0004287,U00721,2026-03-12T00:00:00,SMS,WEL_008,Welcome,Без оффера,True,True,False,,treatment_a,28.14
M0004288,U00721,2026-03-29T00:00:00,In-App,SER_009,Service,15% скидка,True,False,False,,treatment_a,12.27
M0004289,U00721,2026-02-19T00:00:00,Push,DIS_036,Discount,Без оффера,False,False,False,,control,4.45
M0004290,U00721,2026-02-21T00:00:00,SMS,REA_018,Reactivation,20% скидка,False,False,False,,treatment_b,0.82
M0004291,U00721,2026-01-20T00:00:00,Retargeting,SER_020,Service,5% скидка,False,False,False,,treatment_b,15.84
M0004292,U00721,2026-01-30T00:00:00,Email,RET_037,Retention,Без оффера,False,False,False,,treatment_a,3.63
M0004293,U00721,2026-03-11T00:00:00,In-App,SUB_003,Subscription,10% скидка,True,False,False,,treatment_a,14.28
M0004294,U00721,2026-02-28T00:00:00,Push,DIS_017,Discount,15% скидка,False,False,False,,treatment_a,25.23
M0004295,U00721,2026-01-17T00:00:00,Push,RET_012,Retention,10% скидка,True,False,False,,treatment_a,12.03
M0004296,U00721,2026-03-22T00:00:00,Email,DIS_012,Discount,5% скидка,False,False,False,,treatment_a,10.36
M0004297,U00721,2026-02-28T00:00:00,Retargeting,DIS_006,Discount,20% скидка,False,False,False,,treatment_a,20.05
M0004298,U00722,2026-03-05T00:00:00,SMS,DIS_014,Discount,Без оффера,False,False,False,,treatment_a,25.26
M0004299,U00722,2026-02-23T00:00:00,Email,DIS_033,Discount,5% скидка,True,False,False,,treatment_a,26.12
M0004300,U00722,2026-03-06T00:00:00,SMS,SER_034,Service,10% скидка,False,False,False,,treatment_a,15.78
M0004301,U00722,2026-03-05T00:00:00,In-App,RET_007,Retention,5% скидка,True,False,False,,treatment_b,12.55
M0004302,U00722,2026-03-20T00:00:00,Push,DIS_001,Discount,10% скидка,False,False,False,,treatment_a,8.98
M0004303,U00723,2026-01-14T00:00:00,Retargeting,SUB_023,Subscription,5% скидка,True,False,False,,control,12.07
M0004304,U00723,2026-01-19T00:00:00,SMS,REA_003,Reactivation,10% скидка,True,False,False,,treatment_a,21.7
M0004305,U00723,2024-11-23T00:00:00,Email,DIS_006,Discount,10% скидка,False,False,False,,treatment_a,19.66
M0004306,U00723,2025-06-17T00:00:00,Push,DIS_021,Discount,5% скидка,True,False,False,,control,26.98
M0004307,U00723,2024-09-10T00:00:00,Email,REA_039,Reactivation,Без оффера,False,False,False,,treatment_a,14.41
M0004308,U00723,2024-06-07T00:00:00,Push,DIS_022,Discount,Без оффера,True,True,False,,treatment_a,12.11
M0004309,U00723,2025-05-15T00:00:00,Push,REA_039,Reactivation,5% скидка,True,True,False,,control,23.45
